Aasta,ICD10,Organ,Paikmed,Sugu,Vanusrühmad kokku,Vanus0-4,Vanus5-9,Vanus10-14,Vanus15-19,Vanus20-24,Vanus25-29,Vanus30-34,Vanus35-39,Vanus40-44,Vanus45-49,Vanus50-54,Vanus55-59,Vanus60-64,Vanus65-69,Vanus70-74,Vanus75-79,Vanus80-84,Vanus85pluss
2001,C91.2–C91.9,..Lümfoidleukeemia (muu) (C91.2–C91.9),Lümfoidleukeemia (C91),Mehed,4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
2002,C91.2–C91.9,..Lümfoidleukeemia (muu) (C91.2–C91.9),Lümfoidleukeemia (C91),Mehed,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0
2003,C91.2–C91.9,..Lümfoidleukeemia (muu) (C91.2–C91.9),Lümfoidleukeemia (C91),Mehed,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2,0
2004,C91.2–C91.9,..Lümfoidleukeemia (muu) (C91.2–C91.9),Lümfoidleukeemia (C91),Mehed,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
2005,C91.2–C91.9,..Lümfoidleukeemia (muu) (C91.2–C91.9),Lümfoidleukeemia (C91),Mehed,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2006,C91.2–C91.9,..Lümfoidleukeemia (muu) (C91.2–C91.9),Lümfoidleukeemia (C91),Mehed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2007,C91.2–C91.9,..Lümfoidleukeemia (muu) (C91.2–C91.9),Lümfoidleukeemia (C91),Mehed,9,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,1,1,0
2008,C91.2–C91.9,..Lümfoidleukeemia (muu) (C91.2–C91.9),Lümfoidleukeemia (C91),Mehed,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2009,C91.2–C91.9,..Lümfoidleukeemia (muu) (C91.2–C91.9),Lümfoidleukeemia (C91),Mehed,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2000,C91.2–C91.9,..Lümfoidleukeemia (muu) (C91.2–C91.9),Lümfoidleukeemia (C91),Naised,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,2
2001,C91.2–C91.9,..Lümfoidleukeemia (muu) (C91.2–C91.9),Lümfoidleukeemia (C91),Naised,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2002,C91.2–C91.9,..Lümfoidleukeemia (muu) (C91.2–C91.9),Lümfoidleukeemia (C91),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,C91.2–C91.9,..Lümfoidleukeemia (muu) (C91.2–C91.9),Lümfoidleukeemia (C91),Naised,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2004,C91.2–C91.9,..Lümfoidleukeemia (muu) (C91.2–C91.9),Lümfoidleukeemia (C91),Naised,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2005,C91.2–C91.9,..Lümfoidleukeemia (muu) (C91.2–C91.9),Lümfoidleukeemia (C91),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,C91.2–C91.9,..Lümfoidleukeemia (muu) (C91.2–C91.9),Lümfoidleukeemia (C91),Naised,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2007,C91.2–C91.9,..Lümfoidleukeemia (muu) (C91.2–C91.9),Lümfoidleukeemia (C91),Naised,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2008,C91.2–C91.9,..Lümfoidleukeemia (muu) (C91.2–C91.9),Lümfoidleukeemia (C91),Naised,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
2009,C91.2–C91.9,..Lümfoidleukeemia (muu) (C91.2–C91.9),Lümfoidleukeemia (C91),Naised,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2000,C92,Müeloidleukeemia (C92),Müeloidleukeemia (C92),Mehed,31,0,0,0,0,0,2,1,3,1,2,2,0,6,3,4,4,0,3
2001,C92,Müeloidleukeemia (C92),Müeloidleukeemia (C92),Mehed,26,0,0,0,0,1,0,1,0,1,2,4,2,1,4,4,5,0,1
2002,C92,Müeloidleukeemia (C92),Müeloidleukeemia (C92),Mehed,43,1,2,1,1,0,0,0,2,2,1,1,1,3,9,5,9,5,0
2003,C92,Müeloidleukeemia (C92),Müeloidleukeemia (C92),Mehed,48,0,0,0,1,0,0,1,1,3,1,4,4,5,7,9,6,5,1
2004,C92,Müeloidleukeemia (C92),Müeloidleukeemia (C92),Mehed,27,0,0,2,0,1,2,0,1,0,1,3,1,2,2,7,3,2,0
2005,C92,Müeloidleukeemia (C92),Müeloidleukeemia (C92),Mehed,26,1,0,0,0,0,0,1,0,0,0,3,3,1,4,5,4,2,2
2006,C92,Müeloidleukeemia (C92),Müeloidleukeemia (C92),Mehed,29,0,0,0,1,2,0,1,0,1,1,2,1,4,3,2,6,3,2
2007,C92,Müeloidleukeemia (C92),Müeloidleukeemia (C92),Mehed,50,0,0,0,0,0,0,0,0,1,2,4,4,3,7,7,15,6,1
2008,C92,Müeloidleukeemia (C92),Müeloidleukeemia (C92),Mehed,31,1,0,0,1,1,0,0,2,1,0,2,3,1,6,7,3,3,0
2009,C92,Müeloidleukeemia (C92),Müeloidleukeemia (C92),Mehed,34,0,0,0,2,0,1,0,1,0,4,2,3,4,2,3,4,5,3
2000,C92,Müeloidleukeemia (C92),Müeloidleukeemia (C92),Naised,28,0,0,1,0,0,0,0,0,0,0,4,2,3,5,9,2,2,0
2001,C92,Müeloidleukeemia (C92),Müeloidleukeemia (C92),Naised,37,0,0,1,0,1,1,0,1,3,1,2,1,1,3,6,11,2,3
2002,C92,Müeloidleukeemia (C92),Müeloidleukeemia (C92),Naised,34,0,0,2,1,1,0,0,0,0,2,1,0,3,6,10,4,3,1
2003,C92,Müeloidleukeemia (C92),Müeloidleukeemia (C92),Naised,31,0,0,0,0,0,1,1,0,2,2,1,3,3,3,3,7,2,3
2004,C92,Müeloidleukeemia (C92),Müeloidleukeemia (C92),Naised,36,0,0,0,1,1,0,1,0,1,0,2,3,4,2,6,8,4,3
2005,C92,Müeloidleukeemia (C92),Müeloidleukeemia (C92),Naised,49,1,0,1,0,2,0,0,0,1,2,1,3,3,10,7,9,6,3
2006,C92,Müeloidleukeemia (C92),Müeloidleukeemia (C92),Naised,45,1,0,0,1,1,1,2,0,2,0,3,2,4,5,5,13,2,3
2007,C92,Müeloidleukeemia (C92),Müeloidleukeemia (C92),Naised,45,0,0,0,1,0,0,2,1,1,4,2,2,1,6,3,12,6,4
2008,C92,Müeloidleukeemia (C92),Müeloidleukeemia (C92),Naised,25,0,0,0,1,0,0,1,1,0,1,2,3,2,2,5,1,4,2
2009,C92,Müeloidleukeemia (C92),Müeloidleukeemia (C92),Naised,30,0,1,1,0,0,0,0,1,0,2,3,4,1,2,6,1,7,1
2000,C92.0,..Äge müeloidleukeemia (C92.0),Müeloidleukeemia (C92),Mehed,17,0,0,0,0,0,1,1,2,0,1,1,0,1,2,1,4,0,3
2001,C92.0,..Äge müeloidleukeemia (C92.0),Müeloidleukeemia (C92),Mehed,15,0,0,0,0,0,0,1,0,0,1,2,1,0,4,2,3,0,1
2002,C92.0,..Äge müeloidleukeemia (C92.0),Müeloidleukeemia (C92),Mehed,17,0,0,1,1,0,0,0,1,0,1,0,0,2,4,2,3,2,0
2003,C92.0,..Äge müeloidleukeemia (C92.0),Müeloidleukeemia (C92),Mehed,23,0,0,0,0,0,0,1,0,2,0,3,3,2,5,3,1,3,0
2004,C92.0,..Äge müeloidleukeemia (C92.0),Müeloidleukeemia (C92),Mehed,19,0,0,2,0,0,1,0,1,0,1,2,1,1,2,5,2,1,0
2005,C92.0,..Äge müeloidleukeemia (C92.0),Müeloidleukeemia (C92),Mehed,16,1,0,0,0,0,0,0,0,0,0,3,1,1,2,3,3,2,0
2006,C92.0,..Äge müeloidleukeemia (C92.0),Müeloidleukeemia (C92),Mehed,17,0,0,0,1,2,0,1,0,1,1,1,0,2,2,1,4,0,1
2007,C92.0,..Äge müeloidleukeemia (C92.0),Müeloidleukeemia (C92),Mehed,27,0,0,0,0,0,0,0,0,0,0,3,3,2,1,7,8,2,1
2008,C92.0,..Äge müeloidleukeemia (C92.0),Müeloidleukeemia (C92),Mehed,14,1,0,0,0,1,0,0,0,0,0,1,1,0,3,4,2,1,0
2009,C92.0,..Äge müeloidleukeemia (C92.0),Müeloidleukeemia (C92),Mehed,23,0,0,0,1,0,1,0,0,0,1,2,2,3,2,2,3,3,3
2000,C92.0,..Äge müeloidleukeemia (C92.0),Müeloidleukeemia (C92),Naised,17,0,0,1,0,0,0,0,0,0,0,3,1,1,3,7,0,1,0
2001,C92.0,..Äge müeloidleukeemia (C92.0),Müeloidleukeemia (C92),Naised,20,0,0,0,0,0,1,0,0,1,1,0,1,1,1,4,6,2,2
2002,C92.0,..Äge müeloidleukeemia (C92.0),Müeloidleukeemia (C92),Naised,23,0,0,2,1,0,0,0,0,0,1,1,0,2,5,6,3,2,0
2003,C92.0,..Äge müeloidleukeemia (C92.0),Müeloidleukeemia (C92),Naised,17,0,0,0,0,0,1,0,0,1,1,1,1,1,1,2,5,1,2
2004,C92.0,..Äge müeloidleukeemia (C92.0),Müeloidleukeemia (C92),Naised,18,0,0,0,1,0,0,1,0,1,0,1,2,2,0,5,2,1,2
2005,C92.0,..Äge müeloidleukeemia (C92.0),Müeloidleukeemia (C92),Naised,28,1,0,1,0,0,0,0,0,1,1,1,2,1,5,4,4,4,3
2006,C92.0,..Äge müeloidleukeemia (C92.0),Müeloidleukeemia (C92),Naised,31,1,0,0,1,0,1,0,0,2,0,1,2,4,1,4,11,2,1
2007,C92.0,..Äge müeloidleukeemia (C92.0),Müeloidleukeemia (C92),Naised,31,0,0,0,1,0,0,2,0,1,2,1,1,1,5,2,7,5,3
2008,C92.0,..Äge müeloidleukeemia (C92.0),Müeloidleukeemia (C92),Naised,16,0,0,0,1,0,0,0,0,0,0,0,3,0,2,5,1,3,1
2009,C92.0,..Äge müeloidleukeemia (C92.0),Müeloidleukeemia (C92),Naised,15,0,1,0,0,0,0,0,1,0,0,1,2,0,2,3,1,4,0
2000,C92.1,..Krooniline müeloidleukeemia (C92.1),Müeloidleukeemia (C92),Mehed,12,0,0,0,0,0,1,0,1,0,1,1,0,4,1,3,0,0,0
2001,C92.1,..Krooniline müeloidleukeemia (C92.1),Müeloidleukeemia (C92),Mehed,7,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0
2002,C92.1,..Krooniline müeloidleukeemia (C92.1),Müeloidleukeemia (C92),Mehed,18,1,1,0,0,0,0,0,1,2,0,0,0,1,4,1,6,1,0
2003,C92.1,..Krooniline müeloidleukeemia (C92.1),Müeloidleukeemia (C92),Mehed,17,0,0,0,0,0,0,0,1,1,1,1,1,3,2,2,3,1,1
2004,C92.1,..Krooniline müeloidleukeemia (C92.1),Müeloidleukeemia (C92),Mehed,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0
2005,C92.1,..Krooniline müeloidleukeemia (C92.1),Müeloidleukeemia (C92),Mehed,6,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,1
2006,C92.1,..Krooniline müeloidleukeemia (C92.1),Müeloidleukeemia (C92),Mehed,10,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,3,0
2007,C92.1,..Krooniline müeloidleukeemia (C92.1),Müeloidleukeemia (C92),Mehed,13,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,6,1,0
2008,C92.1,..Krooniline müeloidleukeemia (C92.1),Müeloidleukeemia (C92),Mehed,14,0,0,0,0,0,0,0,2,1,0,0,2,1,3,2,1,2,0
2009,C92.1,..Krooniline müeloidleukeemia (C92.1),Müeloidleukeemia (C92),Mehed,8,0,0,0,1,0,0,0,1,0,2,0,1,1,0,0,0,2,0
2000,C92.1,..Krooniline müeloidleukeemia (C92.1),Müeloidleukeemia (C92),Naised,9,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,1,0
2001,C92.1,..Krooniline müeloidleukeemia (C92.1),Müeloidleukeemia (C92),Naised,9,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,4,0,0
2002,C92.1,..Krooniline müeloidleukeemia (C92.1),Müeloidleukeemia (C92),Naised,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,1
2003,C92.1,..Krooniline müeloidleukeemia (C92.1),Müeloidleukeemia (C92),Naised,10,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,2,1,0
2004,C92.1,..Krooniline müeloidleukeemia (C92.1),Müeloidleukeemia (C92),Naised,13,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,3,0
2005,C92.1,..Krooniline müeloidleukeemia (C92.1),Müeloidleukeemia (C92),Naised,14,0,0,0,0,1,0,0,0,0,1,0,1,1,4,2,2,2,0
2006,C92.1,..Krooniline müeloidleukeemia (C92.1),Müeloidleukeemia (C92),Naised,7,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,1
2007,C92.1,..Krooniline müeloidleukeemia (C92.1),Müeloidleukeemia (C92),Naised,8,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,4,0,0
2008,C92.1,..Krooniline müeloidleukeemia (C92.1),Müeloidleukeemia (C92),Naised,6,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1
2009,C92.1,..Krooniline müeloidleukeemia (C92.1),Müeloidleukeemia (C92),Naised,10,0,0,0,0,0,0,0,0,0,2,1,1,1,0,2,0,2,1
2000,C92.2–C92.9,..Müeloidleukeemia (muu) (C92.2–C92.9),Müeloidleukeemia (C92),Mehed,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2001,C92.2–C92.9,..Müeloidleukeemia (muu) (C92.2–C92.9),Müeloidleukeemia (C92),Mehed,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
2002,C92.2–C92.9,..Müeloidleukeemia (muu) (C92.2–C92.9),Müeloidleukeemia (C92),Mehed,8,0,1,0,0,0,0,0,0,0,0,1,1,0,1,2,0,2,0
2003,C92.2–C92.9,..Müeloidleukeemia (muu) (C92.2–C92.9),Müeloidleukeemia (C92),Mehed,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,1,0
2004,C92.2–C92.9,..Müeloidleukeemia (muu) (C92.2–C92.9),Müeloidleukeemia (C92),Mehed,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2005,C92.2–C92.9,..Müeloidleukeemia (muu) (C92.2–C92.9),Müeloidleukeemia (C92),Mehed,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
2006,C92.2–C92.9,..Müeloidleukeemia (muu) (C92.2–C92.9),Müeloidleukeemia (C92),Mehed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2007,C92.2–C92.9,..Müeloidleukeemia (muu) (C92.2–C92.9),Müeloidleukeemia (C92),Mehed,10,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,1,3,0
2008,C92.2–C92.9,..Müeloidleukeemia (muu) (C92.2–C92.9),Müeloidleukeemia (C92),Mehed,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2009,C92.2–C92.9,..Müeloidleukeemia (muu) (C92.2–C92.9),Müeloidleukeemia (C92),Mehed,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2000,C92.2–C92.9,..Müeloidleukeemia (muu) (C92.2–C92.9),Müeloidleukeemia (C92),Naised,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2001,C92.2–C92.9,..Müeloidleukeemia (muu) (C92.2–C92.9),Müeloidleukeemia (C92),Naised,8,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1
2002,C92.2–C92.9,..Müeloidleukeemia (muu) (C92.2–C92.9),Müeloidleukeemia (C92),Naised,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0
2003,C92.2–C92.9,..Müeloidleukeemia (muu) (C92.2–C92.9),Müeloidleukeemia (C92),Naised,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
2004,C92.2–C92.9,..Müeloidleukeemia (muu) (C92.2–C92.9),Müeloidleukeemia (C92),Naised,5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
2005,C92.2–C92.9,..Müeloidleukeemia (muu) (C92.2–C92.9),Müeloidleukeemia (C92),Naised,7,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,3,0,0
2006,C92.2–C92.9,..Müeloidleukeemia (muu) (C92.2–C92.9),Müeloidleukeemia (C92),Naised,7,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,2,0,1
2007,C92.2–C92.9,..Müeloidleukeemia (muu) (C92.2–C92.9),Müeloidleukeemia (C92),Naised,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1
2008,C92.2–C92.9,..Müeloidleukeemia (muu) (C92.2–C92.9),Müeloidleukeemia (C92),Naised,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2009,C92.2–C92.9,..Müeloidleukeemia (muu) (C92.2–C92.9),Müeloidleukeemia (C92),Naised,5,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
2000,C93–C95,Leukeemia (muu) (C93–C95),Leukeemia (muu) (C93–C95),Mehed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2001,C93–C95,Leukeemia (muu) (C93–C95),Leukeemia (muu) (C93–C95),Mehed,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2002,C93–C95,Leukeemia (muu) (C93–C95),Leukeemia (muu) (C93–C95),Mehed,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
2003,C93–C95,Leukeemia (muu) (C93–C95),Leukeemia (muu) (C93–C95),Mehed,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,C93–C95,Leukeemia (muu) (C93–C95),Leukeemia (muu) (C93–C95),Mehed,5,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
2005,C93–C95,Leukeemia (muu) (C93–C95),Leukeemia (muu) (C93–C95),Mehed,9,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1,3,0,0
2006,C93–C95,Leukeemia (muu) (C93–C95),Leukeemia (muu) (C93–C95),Mehed,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2007,C93–C95,Leukeemia (muu) (C93–C95),Leukeemia (muu) (C93–C95),Mehed,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2008,C93–C95,Leukeemia (muu) (C93–C95),Leukeemia (muu) (C93–C95),Mehed,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2009,C93–C95,Leukeemia (muu) (C93–C95),Leukeemia (muu) (C93–C95),Mehed,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2000,C93–C95,Leukeemia (muu) (C93–C95),Leukeemia (muu) (C93–C95),Naised,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
2001,C93–C95,Leukeemia (muu) (C93–C95),Leukeemia (muu) (C93–C95),Naised,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2002,C93–C95,Leukeemia (muu) (C93–C95),Leukeemia (muu) (C93–C95),Naised,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2003,C93–C95,Leukeemia (muu) (C93–C95),Leukeemia (muu) (C93–C95),Naised,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1
2004,C93–C95,Leukeemia (muu) (C93–C95),Leukeemia (muu) (C93–C95),Naised,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0
2005,C93–C95,Leukeemia (muu) (C93–C95),Leukeemia (muu) (C93–C95),Naised,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2006,C93–C95,Leukeemia (muu) (C93–C95),Leukeemia (muu) (C93–C95),Naised,8,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,1,0,1
2007,C93–C95,Leukeemia (muu) (C93–C95),Leukeemia (muu) (C93–C95),Naised,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
2008,C93–C95,Leukeemia (muu) (C93–C95),Leukeemia (muu) (C93–C95),Naised,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2009,C93–C95,Leukeemia (muu) (C93–C95),Leukeemia (muu) (C93–C95),Naised,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
